image_id,n_valid_pixels,true_soil_background_pred_soil_background_count,true_soil_background_pred_crop_count,true_soil_background_pred_weed_count,true_soil_background_pred_dicot_count,true_soil_background_pred_grass_count,true_crop_pred_soil_background_count,true_crop_pred_crop_count,true_crop_pred_weed_count,true_crop_pred_dicot_count,true_crop_pred_grass_count,true_weed_pred_soil_background_count,true_weed_pred_crop_count,true_weed_pred_weed_count,true_weed_pred_dicot_count,true_weed_pred_grass_count,true_dicot_pred_soil_background_count,true_dicot_pred_crop_count,true_dicot_pred_weed_count,true_dicot_pred_dicot_count,true_dicot_pred_grass_count,true_grass_pred_soil_background_count,true_grass_pred_crop_count,true_grass_pred_weed_count,true_grass_pred_dicot_count,true_grass_pred_grass_count,prob_functional_true_soil_pred_soil_count,prob_functional_true_soil_pred_crop_count,prob_functional_true_soil_pred_functional_weed_count,prob_functional_true_crop_pred_soil_count,prob_functional_true_crop_pred_crop_count,prob_functional_true_crop_pred_functional_weed_count,prob_functional_true_functional_weed_pred_soil_count,prob_functional_true_functional_weed_pred_crop_count,prob_functional_true_functional_weed_pred_functional_weed_count
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame182,1251936,1110388,4260,3328,0,3849,1038,48177,0,0,0,0,0,0,0,0,4024,1980,39310,0,0,11938,783,7682,0,15179,1108305,4164,9356,1038,48177,0,13593,2437,64866
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame197,1251936,1246363,132,237,0,118,0,0,0,0,0,0,0,0,0,0,1532,1212,600,0,0,888,0,408,0,446,1246056,132,662,0,0,0,1989,1212,1885
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame205,1251936,1182779,3576,123,0,4001,1872,40115,0,0,0,0,0,0,0,0,454,0,146,0,0,7292,560,145,0,10873,1181676,3576,5227,1872,40115,0,6630,560,12280
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame209,1251936,1163988,4043,21,0,2246,1126,66776,0,0,0,0,0,0,0,0,479,168,147,0,175,3845,0,7,0,8915,1163582,4043,2673,1126,66776,0,3855,168,9713
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame210,1251936,1150789,4513,68,0,5963,1390,43041,0,0,563,0,0,0,0,0,1755,1765,49,0,1112,7102,7628,109,0,26089,1149348,4347,7638,1384,42816,794,7676,8825,29108
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame214,1251936,1226610,732,561,0,465,530,14565,0,0,0,0,0,0,0,0,4737,105,1867,0,0,728,0,40,0,996,1225933,732,1703,530,14565,0,4775,105,3593
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame215,1251936,1216931,1424,1425,0,121,1651,24234,0,0,0,0,0,0,0,0,2046,0,879,0,0,1268,0,1822,0,135,1216498,1424,1979,1651,24234,0,2852,0,3298
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame220,1251936,1200183,2207,30,4,1078,952,40168,0,0,0,0,0,0,0,0,781,543,87,3,85,3404,0,0,0,2411,1199798,2207,1497,952,40168,0,3734,543,3037
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame223,1251936,1147029,6854,80,0,0,3040,92569,0,0,0,0,0,0,0,0,991,825,548,0,0,0,0,0,0,0,1147015,6854,94,3040,92569,0,986,825,553
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame232,1251936,1155778,4234,975,0,0,4015,81396,0,0,0,0,0,0,0,0,1431,0,1602,0,0,737,0,1768,0,0,1155582,4234,1171,4015,81396,0,1955,0,3583
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame234,1251936,1142338,5732,277,10,3532,2981,81812,0,0,0,0,0,0,0,0,3440,14,643,98,422,3674,0,298,0,6665,1141284,5732,4873,2981,81812,0,5975,14,9265
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame239,1251936,1225024,1529,594,0,0,969,15496,0,0,0,0,0,0,0,0,1791,5755,778,0,0,0,0,0,0,0,1225017,1527,603,969,15496,0,1786,5755,783
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame242,1251936,1197348,1650,1053,0,0,1405,45922,0,0,0,0,0,0,0,0,2533,112,1913,0,0,0,0,0,0,0,1197298,1650,1103,1405,45922,0,2492,112,1954
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame246,1251936,1127116,6111,276,0,0,2968,110671,0,0,0,0,0,0,0,0,2235,0,461,0,0,703,1208,172,0,15,1127031,6053,419,2968,110671,0,2767,1023,1004
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame253,1251936,1179641,3198,558,0,488,2245,61080,0,0,0,0,0,0,0,0,1967,460,676,1,0,644,0,245,0,733,1179198,3170,1517,2245,61080,0,2158,456,2112
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame256,1251936,1127653,5693,27,32,2210,2497,103183,0,0,0,0,0,0,0,0,1392,0,34,61,511,3559,0,0,0,5084,1127154,5693,2768,2497,103183,0,4528,0,6113
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame257,1251936,1173896,3545,83,82,841,2269,66490,0,0,0,0,0,0,0,0,1348,0,498,203,71,1350,0,0,0,1260,1173499,3545,1403,2269,66490,0,2135,0,2595
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame258,1251936,1174466,5168,732,0,0,1511,65039,0,0,0,0,0,0,0,0,2150,246,1973,0,0,551,0,100,0,0,1174398,5168,800,1511,65039,0,2630,246,2144
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame261,1251936,1146349,6657,1276,0,0,2288,91882,0,0,0,0,0,0,0,0,1410,6,2068,0,0,0,0,0,0,0,1146309,6656,1317,2288,91882,0,1378,0,2106
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame269,1251936,1171318,2948,988,0,0,2757,69164,0,0,0,0,0,0,0,0,2009,0,2150,0,0,508,0,94,0,0,1171282,2948,1024,2757,69164,0,2458,0,2303
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame276,1251936,1154763,4357,776,0,0,2590,86506,0,0,0,0,0,0,0,0,1569,0,996,0,0,220,0,159,0,0,1154661,4357,878,2590,86506,0,1653,0,1291
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame283,1251936,1137622,5903,18712,13,649,2300,62410,0,0,0,0,0,0,0,0,7946,1264,12284,25,762,1071,844,48,0,83,1135848,5526,21525,2300,62410,0,7641,1447,15239
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame288,1251936,1196160,3758,284,0,141,1948,46379,0,0,0,0,0,0,0,0,1039,0,293,24,0,1078,0,164,0,668,1195822,3758,763,1948,46379,0,1553,0,1713
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame301,1251936,1173502,2259,350,0,8239,1531,22103,0,0,0,0,0,0,0,0,1786,0,460,0,248,12518,353,1316,0,27271,1172034,2259,10057,1531,22103,0,12938,353,30661
2016-05-23__bonirob_2016-05-23-10-37-10_0_frame304,1251936,1221543,1653,294,0,0,1616,24509,1350,0,0,0,0,0,0,0,487,0,484,0,0,0,0,0,0,0,1221534,1653,303,1606,24469,1400,486,0,485
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame1,1251936,1087413,2603,27,30,5442,2204,88667,0,0,0,0,0,0,0,0,0,0,0,0,0,15525,0,111,73,49841,1086381,2603,6531,2204,88667,0,14262,0,51288
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame17,1251936,1147849,2611,45,1,642,815,77164,0,0,0,0,0,0,0,0,0,0,0,0,0,3622,5919,1588,1,11679,1147487,2611,1050,815,77164,0,2772,5919,14118
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame21,1251936,1191248,946,111,1,19,4928,47724,6639,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190934,946,445,3919,47086,8606,0,0,0
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame27,1251936,1154318,1561,138,0,261,1725,87703,0,0,0,0,0,0,0,0,0,0,0,0,0,2070,61,1050,6,3043,1153826,1561,891,1725,87703,0,1337,61,4832
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame28,1251936,1163246,896,438,0,0,2721,80301,356,0,0,1276,0,2702,0,0,0,0,0,0,0,0,0,0,0,0,1163204,895,481,2703,80259,416,1234,0,2744
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame30,1251936,1134385,2070,34,2,874,1306,100094,0,0,0,0,0,0,0,0,0,0,0,0,0,3464,826,100,9,8772,1133506,2070,1789,1306,100094,0,2390,826,9955
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame39,1251936,1181269,1077,170,10,1207,1302,50843,0,0,96,0,0,0,0,0,0,0,0,0,0,4853,0,1484,75,9550,1180136,1077,2520,1249,50843,149,3451,0,12511
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame48,1251936,1154691,1806,0,5,2023,1471,74288,0,0,0,0,0,0,0,0,0,0,0,0,0,4369,0,28,16,13239,1153969,1806,2750,1471,74288,0,3517,0,14135
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame49,1251936,1183430,1610,178,0,85,2357,60694,565,0,338,1121,740,692,0,126,0,0,0,0,0,0,0,0,0,0,1183068,1606,629,2240,60582,1132,881,641,1157
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame53,1251936,707103,12013,28086,3,32,0,0,0,0,0,17656,120074,366611,3,355,0,0,0,0,0,0,0,0,0,0,705734,11081,30422,0,0,0,16195,110380,378124
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame54,1251936,749646,18958,7560,108,489,3,34535,0,0,0,16344,269949,154313,0,31,0,0,0,0,0,0,0,0,0,0,748537,18414,9810,3,34535,0,16001,263569,161067
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame58,1251936,1148136,2207,8,0,1566,912,85339,0,0,0,0,0,0,0,0,0,0,0,0,0,2372,0,24,15,11357,1147527,2201,2189,912,85339,0,1680,0,12088
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame62,1251936,1205239,469,12,80,934,1323,26287,0,0,0,0,0,0,0,0,0,0,0,0,0,4271,303,1273,839,10906,1204197,469,2068,1323,26287,0,2714,303,14575
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame66,1251936,1172505,597,261,0,0,2138,74340,0,0,0,844,0,1251,0,0,0,0,0,0,0,0,0,0,0,0,1172480,597,286,2138,74340,0,816,0,1279
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame69,1251936,1086806,5396,54,33,1591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8904,126753,637,552,21210,1086239,5375,2266,0,0,0,7992,126527,23537
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame79,1251936,1145172,3090,242,45,1297,5829,83045,0,0,0,0,0,0,0,0,0,0,0,0,0,4071,53,2517,207,6368,1144166,3081,2599,5826,83037,11,2827,53,10336
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame81,1251936,1118579,4605,14,12,1219,1014,115840,0,0,2486,0,0,0,0,0,0,0,0,0,0,2028,223,97,37,5782,1117776,4597,2056,906,115819,2615,1168,81,6918
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame83,1251936,1082062,5166,60,0,2381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3072,144478,1922,0,12795,1081544,5164,2961,0,0,0,2768,144454,15045
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame88,1251936,1084718,3232,112,0,0,2168,160898,0,0,0,405,16,387,0,0,0,0,0,0,0,0,0,0,0,0,1084710,3232,120,2168,160898,0,401,16,391
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame89,1251936,1108544,3218,1,0,3400,644,119254,0,0,0,0,0,0,0,0,0,0,0,0,0,2573,0,3,0,14299,1107947,3218,3998,644,119254,0,2119,0,14756
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame94,1251936,1072419,5893,72,0,3220,1152,150098,0,0,12,0,0,0,0,0,0,0,0,0,0,3537,683,931,0,13919,1071912,5885,3807,1151,150090,21,3072,453,15545
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame96,1251936,1122923,1619,625,15,520,703,120094,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,0,1594,1,2722,1121963,1619,2120,703,120094,0,783,0,4654
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame104,1251936,1079390,5407,1589,0,0,820,160637,0,0,0,0,0,0,0,0,0,0,0,0,0,556,0,3537,0,0,1079127,5407,1852,820,160637,0,482,0,3611
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame111,1251936,1167068,1095,5,50,930,1566,68347,0,0,0,0,0,0,0,0,0,0,0,0,0,3592,938,182,305,7858,1166305,1095,1748,1566,68347,0,2578,938,9359
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame117,1251936,1135199,2261,1324,0,909,3530,93351,0,0,0,0,0,0,0,0,0,0,0,0,0,3304,61,7101,1,4895,1133641,2253,3799,3530,93351,0,1979,25,13358
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame124,1251936,1114537,3894,1190,0,0,1618,125958,0,0,0,851,302,3586,0,0,0,0,0,0,0,0,0,0,0,0,1114400,3885,1336,1618,125958,0,793,260,3686
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame125,1251936,1066696,7703,20,76,2177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2899,162665,41,215,9444,1065895,7698,3079,0,0,0,2521,162632,10111
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame126,1251936,1106156,4312,60,103,1466,2339,127213,4,0,3099,0,0,0,0,0,0,0,0,0,0,1682,1773,557,104,3068,1105201,4290,2606,2123,126917,3615,1198,1723,4263
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame132,1251936,1163770,1111,1025,0,0,1600,75174,0,0,0,2175,0,7081,0,0,0,0,0,0,0,0,0,0,0,0,1163436,1111,1359,1600,75174,0,1845,0,7411
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame135,1251936,1111443,3814,136,0,629,7118,121059,103,0,1814,0,0,0,0,0,0,0,0,0,0,1258,0,479,4,4079,1110487,3785,1750,7017,120116,2961,689,0,5131
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame137,1251936,1110799,4006,445,0,0,2082,132672,0,0,0,662,0,1270,0,0,0,0,0,0,0,0,0,0,0,0,1110766,4006,478,2082,132672,0,640,0,1292
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame138,1251936,1095405,3984,18,0,2265,493,132861,0,0,0,0,0,0,0,0,0,0,0,0,0,1488,3952,0,0,11470,1094668,3933,3071,493,132861,0,1259,3803,11848
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame139,1251936,1173676,2485,68,0,110,922,67497,0,0,0,0,0,0,0,0,0,0,0,0,0,1599,3989,378,14,1198,1173331,2469,539,920,67497,2,1237,3531,2410
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame140,1251936,1107600,6310,85,5,481,665,130746,0,0,0,0,0,0,0,0,0,0,0,0,0,990,1917,519,23,2595,1107041,6305,1135,665,130746,0,602,1786,3656
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame150,1251936,1152625,2106,268,6,4356,564,55716,0,0,0,7185,120,1535,46,27409,0,0,0,0,0,0,0,0,0,0,1150098,2065,7198,564,55716,0,5114,45,31136
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame154,1251936,1125834,1994,358,0,0,2140,119620,0,0,0,327,3,1660,0,0,0,0,0,0,0,0,0,0,0,0,1125816,1992,378,2140,119620,0,315,2,1673
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame155,1251936,1087573,7355,1062,0,0,1088,150023,0,0,0,627,736,3472,0,0,0,0,0,0,0,0,0,0,0,0,1087529,7355,1106,1088,150023,0,599,726,3510
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame158,1251936,1111407,3128,307,94,160,921,125996,0,0,0,0,0,0,0,0,0,0,0,0,0,1778,3381,3345,115,1304,1110761,3125,1210,921,125996,0,1196,3347,5380
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame160,1251936,1122335,2872,603,13,143,1299,115100,0,0,0,0,0,0,0,0,0,0,0,0,0,2379,468,6230,77,417,1121376,2872,1718,1299,115100,0,1372,463,7736
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame164,1251936,1098016,5219,1023,0,0,785,140073,0,0,0,1112,1143,4565,0,0,0,0,0,0,0,0,0,0,0,0,1097975,5212,1071,785,140073,0,1076,1137,4607
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame180,1251936,1102243,6225,40,27,2398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5100,124199,39,23,11642,1101376,6222,3335,0,0,0,4439,124167,12397
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame185,1251936,1063293,6274,3425,0,0,687,165966,368,0,0,1397,0,10526,0,0,0,0,0,0,0,0,0,0,0,0,1063155,6273,3564,682,165960,379,1334,0,10589
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame187,1251936,1043888,7556,0,6,7792,445,159996,0,0,33,0,0,0,0,0,0,0,0,0,0,3292,11,0,5,28912,1042736,7551,8955,445,159991,38,2788,2,29430
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame189,1251936,1107020,5379,15,149,2466,1304,118366,0,0,645,0,0,0,0,0,0,0,0,0,0,2757,269,165,119,13282,1105405,5355,4269,1272,118079,964,1794,50,14748
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame193,1251936,1176850,1145,1545,0,0,1506,55246,0,0,0,0,0,0,0,0,0,0,0,0,0,3541,444,11659,0,0,1176746,1139,1655,1506,55246,0,3397,443,11804
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame194,1251936,1064734,8620,118,8,7026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7241,136040,1217,1,26931,1061981,8533,9992,0,0,0,5483,134535,31412
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame200,1251936,1071845,7530,3529,688,727,1143,144779,2039,0,0,3258,109,11391,1232,3666,0,0,0,0,0,0,0,0,0,0,1069148,7485,7686,1064,144518,2379,1961,66,17629
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame204,1251936,1113454,3600,348,130,3557,670,106501,0,0,0,0,0,0,0,0,0,0,0,0,0,3950,677,2031,223,16795,1110351,3494,7244,670,106501,0,2053,579,21044
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame217,1251936,1114482,4608,2455,0,0,4241,113345,12805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1114223,4566,2756,4008,113182,13201,0,0,0
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame218,1251936,1056023,9595,500,372,2336,581,161789,13,56,0,0,0,0,0,0,0,0,0,0,0,2977,1907,1472,366,13949,1053308,9514,6004,503,161701,235,1599,1577,17495
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame219,1251936,1113846,3492,78,270,5567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7414,81605,113,442,39109,1111448,3465,8340,0,0,0,5689,81049,41945
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame230,1251936,1104595,2767,438,304,759,3576,116128,7778,164,872,0,0,0,0,0,0,0,0,0,0,3123,2046,2286,2871,4229,1102707,2703,3453,2800,114544,11174,1780,103,12672
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame231,1251936,1143952,1765,3,14,5426,535,61164,0,0,0,0,0,0,0,0,0,0,0,0,0,5794,4479,47,41,28716,1142219,1691,7250,535,61164,0,4261,3636,31180
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame232,1251936,1112131,3863,49,96,7305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5556,84978,228,146,37584,1110625,3852,8967,0,0,0,4579,84945,38968
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame240,1251936,1081122,5524,3,347,1246,649,152521,0,0,0,0,0,0,0,0,0,0,0,0,0,2486,151,18,263,7606,1079972,5522,2748,649,152521,0,1840,112,8572
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame253,1251936,1113882,3429,0,29,2090,930,115189,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,467,0,40,12680,1112831,3428,3171,929,115166,24,2203,467,13717
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame254,1251936,1196359,396,972,0,0,1322,36843,210,0,0,0,0,0,0,0,0,0,0,0,0,3383,1,12450,0,0,1196320,396,1011,1321,36836,218,3260,0,12574
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame261,1251936,1108920,2404,12,0,5148,284,83770,0,0,0,0,0,0,0,0,0,0,0,0,0,10421,131,1108,0,39738,1107905,2403,6176,284,83770,0,9308,112,41978
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame266,1251936,1163525,2074,19,79,568,973,74846,0,0,0,0,0,0,0,0,0,0,0,0,0,3918,0,799,533,4602,1162834,2074,1357,972,74843,4,2474,0,7378
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame274,1251936,1045644,7659,42,2,3432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3837,167950,399,5,22966,1044750,7592,4437,0,0,0,3260,167291,24606
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame277,1251936,1080154,7435,17,0,4832,1583,130898,0,0,0,0,0,0,0,0,0,0,0,0,0,3811,1923,276,6,21001,1079283,7435,5720,1583,130898,0,3035,1876,22106
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame280,1251936,1167205,938,0,53,1236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5274,62725,86,141,14278,1166370,932,2130,0,0,0,4059,62098,16347
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame281,1251936,1183283,650,84,81,2160,406,25007,0,0,0,0,0,0,0,0,0,0,0,0,0,12562,194,1054,275,26180,1181720,603,3935,406,25007,0,9946,171,30148
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame286,1251936,1169141,896,0,16,1266,865,61110,0,0,0,0,0,0,0,0,0,0,0,0,0,4932,14,33,197,13466,1168410,896,2013,865,61110,0,3355,0,15287
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame292,1251936,1156322,2184,33,13,1727,2927,66231,367,0,1366,0,0,0,0,0,0,0,0,0,0,4913,148,566,100,15039,1155279,2154,2846,2747,65673,2471,3477,96,17193
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame293,1251936,1120180,2830,8,3,2945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8130,88330,136,72,29302,1119219,2824,3923,0,0,0,6783,88158,31029
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame294,1251936,1091853,3950,8,1,2833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10554,111648,956,8,30125,1090769,3917,3959,0,0,0,9336,111212,32743
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame295,1251936,1233476,4,158,13,527,123,1381,0,0,0,0,0,0,0,0,0,0,0,0,0,6635,0,3972,64,5583,1232581,4,1593,123,1381,0,4403,0,11851
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame304,1251936,1131489,1560,34,0,4902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21601,28171,766,30,63383,1129694,1556,6735,0,0,0,18981,28116,66854
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame7,1251936,1101761,2656,29,7,3104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15774,90038,345,4,38218,1100453,2656,4448,0,0,0,14448,89951,39980
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame15,1251936,1163864,1374,150,0,3357,994,47911,0,0,0,0,0,0,0,0,0,0,0,0,0,4805,3205,1702,0,24574,1162080,1374,5291,994,47911,0,3341,2762,28183
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame24,1251936,1193741,494,463,0,0,1331,47440,0,0,0,2846,0,5621,0,0,0,0,0,0,0,0,0,0,0,0,1193712,494,492,1331,47440,0,2763,0,5704
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame26,1251936,1198182,565,244,0,783,1559,34824,0,0,0,0,0,0,0,0,0,0,0,0,0,4937,0,3403,0,7439,1197028,565,2181,1559,34824,0,3114,0,12665
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame43,1251936,1110427,3041,13,0,6029,578,58594,0,0,0,0,0,0,0,0,0,0,0,0,0,11780,221,106,0,61147,1109137,3041,7332,578,58594,0,10282,221,62751
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame44,1251936,1205102,277,189,19,466,1034,21488,0,0,0,0,0,0,0,0,0,0,0,0,0,5386,0,10806,201,6968,1204429,277,1347,1034,21488,0,3596,0,19765
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame47,1251936,1240412,1,140,0,80,625,3833,0,0,0,0,0,0,0,0,0,0,0,0,0,3347,0,2291,3,1204,1240135,1,497,625,3833,0,2342,0,4503
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame67,1251936,1201188,307,66,4,295,1577,42110,0,0,0,0,0,0,0,0,0,0,0,0,0,2071,0,1442,14,2862,1200661,307,892,1577,42110,0,1185,0,5204
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame68,1251936,1133918,1829,393,0,0,1255,113816,0,0,0,175,0,550,0,0,0,0,0,0,0,0,0,0,0,0,1133884,1829,427,1255,113816,0,165,0,560
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame69,1251936,1160145,1206,145,0,0,1471,87431,0,0,0,516,1,1021,0,0,0,0,0,0,0,0,0,0,0,0,1160138,1206,152,1471,87431,0,494,0,1044
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame70,1251936,1234723,131,86,0,0,2046,12919,0,0,0,518,0,1513,0,0,0,0,0,0,0,0,0,0,0,0,1234716,131,93,2046,12919,0,490,0,1541
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame78,1251936,1095035,5314,262,0,0,1383,149849,0,0,0,9,0,84,0,0,0,0,0,0,0,0,0,0,0,0,1095021,5314,276,1383,149849,0,6,0,87
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame82,1251936,1142924,2931,7,0,276,2050,100627,0,0,0,0,0,0,0,0,0,0,0,0,0,666,0,245,2,2208,1142651,2931,556,2050,100627,0,380,0,2741
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame86,1251936,1141823,1522,476,0,0,1371,103289,0,0,0,0,0,0,0,0,0,0,0,0,0,807,0,2648,0,0,1141803,1522,496,1371,103289,0,782,0,2673
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame89,1251936,1199495,266,70,0,0,1748,47889,0,0,0,502,95,1871,0,0,0,0,0,0,0,0,0,0,0,0,1199489,266,76,1748,47889,0,478,36,1954
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame91,1251936,1109281,3001,0,78,372,1372,135598,0,0,0,0,0,0,0,0,0,0,0,0,0,646,0,0,125,1463,1109003,3001,728,1372,135598,0,445,0,1789
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame95,1251936,1213312,195,42,0,0,1286,36414,0,0,0,148,0,539,0,0,0,0,0,0,0,0,0,0,0,0,1213304,195,50,1286,36414,0,142,0,545
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame99,1251936,1209643,304,168,0,0,2075,38244,66,0,0,0,0,0,0,0,0,0,0,0,0,977,0,431,0,28,1209605,304,206,2068,38244,73,871,0,565
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame102,1251936,1159796,1114,277,0,0,1071,88812,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,626,0,0,1159502,1114,571,1071,88812,0,98,0,768
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame104,1251936,1079911,3977,145,0,0,994,165724,0,0,0,131,0,1054,0,0,0,0,0,0,0,0,0,0,0,0,1079909,3977,147,994,165724,0,123,0,1062
