image_id,n_valid_pixels,total_error_count,within_functional_count,within_functional_error_rate,crop_weed_functional_count,crop_weed_functional_error_rate,vegetation_soil_count,vegetation_soil_error_rate,crop_soil_count,crop_soil_error_rate,weedfunctional_soil_count,weedfunctional_soil_error_rate,cross_functional_count,cross_functional_error_rate,crop_fp_total,crop_fn_total,crop_fp_from_soil,crop_fp_from_weed,crop_fp_from_dicot,crop_fp_from_grass,crop_fn_to_soil,crop_fn_to_weed,crop_fn_to_dicot,crop_fn_to_grass
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame160,1251936,14084,6307,0.005037797459295044,468,0.00037382102599493904,7309,0.005838157861104721,4171,0.0033316399560360914,3138,0.0025065179050686296,7777,0.00621197888709966,3340,1299,2872,0,0,468,1299,0,0,0
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame164,1251936,9282,0,0.0,1143,0.0009129859673337934,8139,0.006501131048232497,6004,0.004795772307849603,2135,0.0017053587403828949,9282,0.007414117015566291,6362,785,5219,1143,0,0,785,0,0,0
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame180,1251936,138051,62,4.952329831556885e-05,124199,0.09920555044347315,13790,0.01101494006083378,6225,0.004972298903458324,7565,0.006042641157375457,137989,0.11022049050430693,130424,0,6225,0,0,124199,0,0,0,0
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame185,1251936,12151,0,0.0,368,0.00029394473838918284,11783,0.009411822968586253,6961,0.005560188380236689,4822,0.003851634588349564,12151,0.009705767706975437,6274,1055,6274,0,0,0,687,368,0,0
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame187,1251936,19140,5,3.993814380287811e-06,44,3.514556654653273e-05,19091,0.015249182066814916,8001,0.006390901771336554,11090,0.008858280295478364,19135,0.01528432763336145,7567,478,7556,0,0,11,445,0,0,33
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame189,1251936,13268,284,0.00022684865680034762,914,0.0007300692687166118,12070,0.009641067914014773,6683,0.0053381323006926875,5387,0.004302935613322087,12984,0.010371137182731386,5648,1949,5379,0,0,269,1304,0,0,645
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame193,1251936,19840,11659,0.009312776371955116,444,0.00035465071696955754,7737,0.006180028372057358,2651,0.002117520384428597,5086,0.004062507987628761,8181,0.006534679089026915,1589,1506,1145,0,0,444,1506,0,0,0
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame194,1251936,160271,1218,0.0009728931830381106,136040,0.10866370165887074,23013,0.018381930066712675,8620,0.006885335991616185,14393,0.01149659407509649,159053,0.12704563172558342,144660,0,8620,0,0,136040,0,0,0,0
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame200,1251936,23921,4898,0.003912340566929939,2148,0.0017157426577716433,16875,0.01347912353347136,8673,0.006927670424047236,8202,0.006551453109424124,19023,0.015194866191243004,7639,3182,7530,109,0,0,1143,2039,0,0
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame204,1251936,15186,2254,0.001800411522633745,677,0.0005407624670909695,12255,0.009788839046085423,4270,0.0034107174807657898,7985,0.006378121565319633,12932,0.010329601513176393,4277,670,3600,0,0,677,670,0,0,0
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame217,1251936,24109,0,0.0,12805,0.010228158627917082,11304,0.009029215550954681,8849,0.007068252690233367,2455,0.0019609628607213147,24109,0.019257374178871762,4608,17046,4608,0,0,0,4241,12805,0,0
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame218,1251936,20175,1838,0.0014681261661937991,1976,0.0015783554430897427,16361,0.013068559415177773,10176,0.00812821102676175,6185,0.004940348388416021,18337,0.014646914858267515,11502,650,9595,0,0,1907,581,13,56,0
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame219,1251936,98981,555,0.00044331339621194696,81605,0.06518304450067736,16821,0.013435990338164252,3492,0.0027892799631930067,13329,0.010646710374971245,98426,0.0786190348388416,85097,0,3492,0,0,81605,0,0,0,0
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame230,1251936,26984,5157,0.004119220151828847,10860,0.008674564833985123,10967,0.008760032461723284,6343,0.005066552922833116,4624,0.003693479538890167,21827,0.017434597295708405,4813,12390,2767,0,0,2046,3576,7778,164,872
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame231,1251936,18104,88,7.029113309306545e-05,4479,0.0035776589218618204,13537,0.010812853053191218,2300,0.0018371546149323927,11237,0.008975698438258824,18016,0.014390511975053038,6244,535,1765,0,0,4479,535,0,0,0
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame232,1251936,102221,374,0.0002987373156455282,84978,0.06787727168161951,16869,0.013474330956215015,3863,0.0030856209902103623,13006,0.010388709966004652,101847,0.08135160263783452,88841,0,3863,0,0,84978,0,0,0,0
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame240,1251936,10687,281,0.00022445236817217494,151,0.00012061319428469187,10255,0.008191313293970298,6173,0.00493076323390333,4082,0.0032605500600669684,10406,0.008311926488254991,5675,649,5524,0,0,151,649,0,0,0
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame253,1251936,10185,40,3.1950515042302485e-05,467,0.0003730222631188815,9678,0.007730427114485085,4359,0.0034818073767349128,5319,0.004248619737750173,10145,0.008103449377603968,3896,930,3429,0,0,467,930,0,0,0
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame254,1251936,18734,12450,0.009944597806916648,211,0.0001685389668481456,6073,0.004850886946297575,1718,0.0013722746210668916,4355,0.0034786123252306825,6284,0.00501942591314572,397,1532,396,0,0,1,1322,210,0,0
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame261,1251936,19508,1108,0.0008850292666717788,131,0.00010463793676354063,18269,0.0145925989826956,2688,0.0021470746108427268,15581,0.012445524371852874,18400,0.014697236919459141,2535,284,2404,0,0,131,284,0,0,0
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame266,1251936,8963,1332,0.0010639521509086727,0,0.0,7631,0.006095359507195256,3047,0.0024338304833473917,4584,0.0036615290238478644,7631,0.006095359507195256,2074,973,2074,0,0,0,973,0,0,0
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame274,1251936,183326,404,0.00032270020192725507,167950,0.13415222503386753,14972,0.011959077780333819,7659,0.006117724867724867,7313,0.005841352912608951,182922,0.14611130281420137,175609,0,7659,0,0,167950,0,0,0,0
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame277,1251936,19883,282,0.0002252511310482325,1923,0.0015360210106586919,17678,0.014120530122945582,9018,0.007203243616287095,8660,0.006917286506658488,19601,0.015656551133604275,9358,1583,7435,0,0,1923,1583,0,0,0
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame280,1251936,70453,227,0.0001813191728650666,62725,0.05010240140071058,7501,0.005991520333307773,938,0.0007492395777419932,6563,0.005242280755565779,70226,0.05609392173401835,63663,0,938,0,0,62725,0,0,0,0
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame281,1251936,17466,1329,0.0010615558622804999,194,0.00015495999795516705,15943,0.012734676532985711,1056,0.0008434935971167856,14887,0.011891182935868926,16137,0.01288963653094088,844,406,650,0,0,194,406,0,0,0
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame286,1251936,8219,230,0.00018371546149323928,14,1.1182680264805868e-05,7975,0.006370133936559057,1761,0.0014066214247373668,6214,0.004963512511821691,7989,0.006381316616823863,910,865,896,0,0,14,865,0,0,0
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame292,1251936,14344,666,0.0005319760754543363,1881,0.0015024729698642743,11797,0.00942300564885106,5111,0.0040824770595301995,6686,0.00534052858932086,13678,0.010925478618715333,2332,4660,2184,0,0,148,2927,367,0,1366
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame293,1251936,102454,208,0.0001661426782199729,88330,0.07055472484216446,13916,0.011115584183217033,2830,0.0022604989392429006,11086,0.008855085243974133,102246,0.08167030902538149,91160,0,2830,0,0,88330,0,0,0,0
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame294,1251936,129958,964,0.0007700074125194898,111648,0.08918027758607469,17346,0.013855340848094472,3950,0.00315511336042737,13396,0.0107002274876671,128994,0.10303561843416915,115598,0,3950,0,0,111648,0,0,0,0
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame295,1251936,11496,4036,0.0032238069677683204,0,0.0,7460,0.0059587710553894125,127,0.00010144288525931038,7333,0.005857328170130103,7460,0.0059587710553894125,4,123,4,0,0,0,123,0,0,0
2016-05-23__bonirob_2016-05-23-10-42-16_1_frame304,1251936,57064,796,0.0006358152493418194,28171,0.02250194898141758,28097,0.02244284052858932,1560,0.0012460700866497969,26537,0.021196770441939523,56268,0.044944789510006904,29731,0,1560,0,0,28171,0,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame7,1251936,111957,349,0.00027876824374408913,90038,0.07191901183447078,21570,0.017229315236561613,2656,0.002121514198808885,18914,0.015107801037752729,111608,0.08914832707103239,92694,0,2656,0,0,90038,0,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame15,1251936,15587,1702,0.0013594944150499707,3205,0.0025600350177644865,10680,0.008530787516294762,2368,0.001891470490504307,8312,0.006639317025790455,13885,0.011090822534059248,4579,994,1374,0,0,3205,994,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame24,1251936,5134,0,0.0,0,0.0,5134,0.004100848605679524,1825,0.0014577422488050507,3309,0.0026431063568744728,5134,0.004100848605679524,494,1331,494,0,0,0,1331,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame26,1251936,11491,3403,0.0027181900672238837,0,0.0,8088,0.006460394141553562,2124,0.0016965723487462618,5964,0.0047638217928073,8088,0.006460394141553562,565,1559,565,0,0,0,1559,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame43,1251936,21768,106,8.466886486210158e-05,221,0.0001765265956087212,21441,0.017126274825550188,3619,0.002890722848452317,17822,0.01423555197709787,21662,0.01730280142115891,3262,578,3041,0,0,221,578,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame44,1251936,18378,11007,0.008791982976765585,0,0.0,7371,0.00588768115942029,1311,0.0010471781305114638,6060,0.004840503028908826,7371,0.00588768115942029,277,1034,277,0,0,0,1034,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame47,1251936,6487,2294,0.0018323620376760473,0,0.0,4193,0.0033492127393093575,626,0.0005000255604120338,3567,0.002849187178897324,4193,0.0033492127393093575,1,625,1,0,0,0,625,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame67,1251936,5776,1456,0.0011629987475398104,0,0.0,4320,0.003450655624568668,1884,0.0015048692584924469,2436,0.0019457863660762211,4320,0.003450655624568668,307,1577,307,0,0,0,1577,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame68,1251936,3652,0,0.0,0,0.0,3652,0.0029170820233622168,3084,0.002463384709761521,568,0.00045369731360069525,3652,0.0029170820233622168,1829,1255,1829,0,0,0,1255,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame69,1251936,3339,0,0.0,1,7.98762876057562e-07,3338,0.002666270480280142,2677,0.0021382882192060937,661,0.0005279822610740485,3339,0.0026670692431562,1207,1471,1206,1,0,0,1471,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame70,1251936,2781,0,0.0,0,0.0,2781,0.00222135955831608,2177,0.0017389067811773126,604,0.0004824527771387675,2781,0.00222135955831608,131,2046,131,0,0,0,2046,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame78,1251936,6968,0,0.0,0,0.0,6968,0.005565779720369092,6697,0.005349314980957493,271,0.0002164647394115993,6968,0.005565779720369092,5314,1383,5314,0,0,0,1383,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame82,1251936,6177,247,0.00019729443038621783,0,0.0,5930,0.004736663855021343,4981,0.003978637885642716,949,0.0007580259693786264,5930,0.004736663855021343,2931,2050,2931,0,0,0,2050,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame86,1251936,6824,2648,0.0021151240958004244,0,0.0,4176,0.0033356337704163793,2893,0.002310821000434527,1283,0.001024812769981852,4176,0.0033356337704163793,1522,1371,1522,0,0,0,1371,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame89,1251936,2681,0,0.0,95,7.588247322546839e-05,2586,0.0020656007974848554,2014,0.00160870843237993,572,0.0004568923651049255,2681,0.002141483270710324,361,1748,266,95,0,0,1748,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame91,1251936,5594,125,9.984535950719526e-05,0,0.0,5469,0.004368434169158807,4373,0.003492990056999719,1096,0.000875444112159088,5469,0.004368434169158807,3001,1372,3001,0,0,0,1372,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame95,1251936,1671,0,0.0,0,0.0,1671,0.0013347327658921862,1481,0.0011829678194412495,190,0.00015176494645093678,1671,0.0013347327658921862,195,1286,195,0,0,0,1286,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame99,1251936,4021,431,0.00034426679958080925,66,5.27183498197991e-05,3524,0.0028148403752268486,2379,0.00190025688214094,1145,0.0009145834930859085,3590,0.002867558725046648,304,2141,304,0,0,0,2075,66,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame102,1251936,3328,626,0.0005000255604120338,0,0.0,2702,0.002158257291107533,2185,0.0017452968841857731,517,0.00041296040692175956,2702,0.002158257291107533,1114,1071,1114,0,0,0,1071,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame104,1251936,5247,0,0.0,0,0.0,5247,0.004191108810674028,4971,0.003970650256882141,276,0.0002204585537918871,5247,0.004191108810674028,3977,994,3977,0,0,0,994,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame115,1251936,6070,1212,0.0009681006057817652,0,0.0,4858,0.0038803900518876366,3216,0.0025688214094011196,1642,0.0013115686424865168,4858,0.0038803900518876366,1792,1424,1792,0,0,0,1424,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame133,1251936,8683,319,0.0002548053574623623,1875,0.0014976803926079287,6489,0.00518317230273752,3860,0.0030832247015821893,2629,0.002099947601155331,8364,0.006680852695345449,4881,854,3006,0,0,1875,854,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame139,1251936,7816,3347,0.0026734593461646603,0,0.0,4469,0.0035696712931012446,2878,0.0022988395572936635,1591,0.0012708317358075811,4469,0.0035696712931012446,457,2421,457,0,0,0,2421,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame140,1251936,9129,1677,0.0013395253431485316,0,0.0,7452,0.005952380952380952,6059,0.004839704266032768,1393,0.001112676686348184,7452,0.005952380952380952,4904,1155,4904,0,0,0,1155,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame143,1251936,3588,0,0.0,0,0.0,3588,0.0028659611992945325,1112,0.000888224318176009,2476,0.0019777368811185235,3588,0.0028659611992945325,88,1024,88,0,0,0,1024,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame144,1251936,2813,0,0.0,0,0.0,2813,0.002246919970349922,2047,0.0016350676072898296,766,0.0006118523630600925,2813,0.002246919970349922,709,1338,709,0,0,0,1338,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame146,1251936,3464,0,0.0,71,5.6712164200086906e-05,3393,0.002710202438463308,1902,0.001519246990261483,1491,0.001190955448201825,3464,0.002766914602663395,314,1659,314,0,0,0,1588,71,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame157,1251936,3264,0,0.0,0,0.0,3264,0.0026071620274518825,2807,0.002242127393093577,457,0.0003650346343583059,3264,0.0026071620274518825,1212,1595,1212,0,0,0,1595,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame163,1251936,7345,0,0.0,213,0.00017013649260026072,7132,0.005696776832042533,6060,0.004840503028908826,1072,0.0008562738031337065,7345,0.005866913324642793,2322,3951,2322,0,0,0,3738,213,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame175,1251936,6736,750,0.0005990721570431715,0,0.0,5986,0.0047813945760805665,2852,0.002278071722516167,3134,0.0025033228535643994,5986,0.0047813945760805665,1271,1581,1271,0,0,0,1581,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame190,1251936,5112,0,0.0,0,0.0,5112,0.004083275822406258,2722,0.002174232548628684,2390,0.0019090432737775733,5112,0.004083275822406258,1523,1199,1523,0,0,0,1199,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame191,1251936,33907,0,0.0,26184,0.020914807146691205,7723,0.006168845691792552,5763,0.00460327045471973,1960,0.0015655752370728217,33907,0.027083652838483758,1631,30316,1631,0,0,0,4132,25905,2,277
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame200,1251936,7616,1239,0.0009896672034353194,11,8.786391636633182e-06,6366,0.00508492446898244,4758,0.00380051376428188,1608,0.0012844107047005598,6377,0.005093710860619073,3847,922,3836,0,0,11,922,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame206,1251936,7721,0,0.0,0,0.0,7721,0.006167248166040437,5007,0.003999405720420213,2714,0.0021678424456202236,7721,0.006167248166040437,3900,1107,3900,0,0,0,1107,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame207,1251936,135305,0,0.0,112573,0.08991913324642793,22732,0.0181574776985405,21374,0.017072757712854332,1358,0.0010847199856861692,135305,0.10807661094496843,2833,131114,2833,0,0,0,18541,46578,65125,870
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame209,1251936,3739,0,0.0,0,0.0,3739,0.0029865743935792244,2476,0.0019777368811185235,1263,0.0010088375124607009,3739,0.0029865743935792244,828,1648,828,0,0,0,1648,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame215,1251936,5355,0,0.0,0,0.0,5355,0.004277375201288245,3813,0.003045682846407484,1542,0.0012316923548807606,5355,0.004277375201288245,2451,1362,2451,0,0,0,1362,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame218,1251936,5886,0,0.0,0,0.0,5886,0.00470151828847481,4160,0.003322853564399458,1726,0.0013786647240753521,5886,0.00470151828847481,2937,1223,2937,0,0,0,1223,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame220,1251936,4479,0,0.0,0,0.0,4479,0.0035776589218618204,3832,0.0030608593410525776,647,0.0005167995808092427,4479,0.0035776589218618204,3069,763,3069,0,0,0,763,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame221,1251936,3437,0,0.0,0,0.0,3437,0.002745348005009841,2728,0.002179025125885029,709,0.0005663228791248115,3437,0.002745348005009841,1008,1720,1008,0,0,0,1720,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame231,1251936,3918,0,0.0,0,0.0,3918,0.003129552948393528,3404,0.0027189888300999413,514,0.0004105641182935869,3918,0.003129552948393528,2044,1360,2044,0,0,0,1360,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame236,1251936,5602,2094,0.001672609462464535,110,8.786391636633182e-05,3398,0.0027141962528435958,2379,0.00190025688214094,1019,0.0008139393707026557,3508,0.0028020601692099276,473,2016,363,0,0,110,2016,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame238,1251936,3802,0,0.0,0,0.0,3802,0.003036896454770851,2955,0.0023603442987500957,847,0.0006765521560207551,3802,0.003036896454770851,967,1988,967,0,0,0,1988,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame239,1251936,3558,0,0.0,0,0.0,3558,0.002841998313012806,2839,0.0022676878051274187,719,0.0005743105078853871,3558,0.002841998313012806,1533,1306,1533,0,0,0,1306,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame244,1251936,4108,0,0.0,0,0.0,4108,0.0032813178948444648,3201,0.0025568399662602563,907,0.0007244779285842088,4108,0.0032813178948444648,2073,1128,2073,0,0,0,1128,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame248,1251936,3569,0,0.0,0,0.0,3569,0.002850784704649439,3398,0.0027141962528435958,171,0.0001365884518058431,3569,0.002850784704649439,1658,1740,1658,0,0,0,1740,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame254,1251936,3305,0,0.0,0,0.0,3305,0.0026399113053702425,2526,0.0020176750249214018,779,0.0006222362804488409,3305,0.0026399113053702425,192,2334,192,0,0,0,2334,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame256,1251936,4437,0,0.0,0,0.0,4437,0.0035441108810674027,3989,0.003186265112593615,448,0.0003578457684737878,4437,0.0035441108810674027,1750,2239,1750,0,0,0,2239,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame259,1251936,7950,4075,0.003254958719934565,0,0.0,3875,0.003095206144723053,2453,0.0019593653349691998,1422,0.0011358408097538533,3875,0.003095206144723053,760,1693,760,0,0,0,1693,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame268,1251936,6894,12,9.585154512690744e-06,0,0.0,6882,0.005497086113028142,4243,0.0033891508831122357,2639,0.002107935229915906,6882,0.005497086113028142,2663,1580,2663,0,0,0,1580,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame269,1251936,24780,7,5.591340132402934e-06,0,0.0,24773,0.019787752728573985,9482,0.007573869590777803,15291,0.01221388313779618,24773,0.019787752728573985,9140,342,9140,0,0,0,342,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame285,1251936,5227,0,0.0,0,0.0,5227,0.004175133553152877,4880,0.0038979628351609027,347,0.000277170717991974,5227,0.004175133553152877,3127,1753,3127,0,0,0,1753,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame289,1251936,5804,1445,0.001154212355903177,0,0.0,4359,0.0034818073767349128,3654,0.0029186795491143317,705,0.0005631278276205813,4359,0.0034818073767349128,2010,1644,2010,0,0,0,1644,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame297,1251936,7706,186,0.00014856989494670654,357,0.00028515834675254967,7163,0.0057215384812003165,3767,0.003008939754108836,3396,0.002712598727091481,7520,0.006006696827952867,3269,855,2912,0,0,357,855,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame300,1251936,7480,0,0.0,0,0.0,7480,0.005974746312910564,6844,0.0054667331237379544,636,0.0005080131891726094,7480,0.005974746312910564,6145,699,6145,0,0,0,699,0,0,0
2016-05-23__bonirob_2016-05-23-10-47-22_2_frame304,1251936,8363,0,0.0,1470,0.0011741814278046162,6893,0.0055058725046647754,5876,0.004693530659714234,1017,0.0008123418449505406,8363,0.006680053932469392,6018,1328,4624,1394,0,0,1252,76,0,0
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame1,1251936,6014,0,0.0,0,0.0,6014,0.004803759936610178,5211,0.004162353347135956,803,0.0006414065894742223,6014,0.004803759936610178,1873,3338,1873,0,0,0,3338,0,0,0
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame6,1251936,4998,0,0.0,0,0.0,4998,0.0039922168545356955,4838,0.0038644147943664854,160,0.00012780206016920994,4998,0.0039922168545356955,1010,3828,1010,0,0,0,3828,0,0,0
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame8,1251936,6694,2865,0.002288455639904915,0,0.0,3829,0.003058463052424405,2358,0.0018834828617437314,1471,0.0011749801906806737,3829,0.003058463052424405,213,2145,213,0,0,0,2145,0,0,0
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame15,1251936,9426,435,0.0003474618510850395,368,0.00029394473838918284,8623,0.006887732280244358,5811,0.004641611072770493,2812,0.0022461212074738643,8991,0.00718167701863354,5186,993,4818,0,0,368,993,0,0,0
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame19,1251936,18273,8107,0.006475570636198655,1873,0.0014960828668558136,8293,0.006624140531145362,5313,0.004243827160493827,2980,0.002380313370651535,10166,0.008120223398001176,3162,4024,3162,0,0,0,2151,1873,0,0
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame26,1251936,6271,2,1.597525752115124e-06,0,0.0,6269,0.005007444470004857,4075,0.003254958719934565,2194,0.001752485750070291,6269,0.005007444470004857,3478,597,3478,0,0,0,597,0,0,0
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame29,1251936,8192,152,0.00012141195716074943,0,0.0,8040,0.006422053523502799,4973,0.003972247782634256,3067,0.002449805740868543,8040,0.006422053523502799,3807,1166,3807,0,0,0,1166,0,0,0
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame32,1251936,4217,0,0.0,0,0.0,4217,0.003368383048334739,3581,0.0028603698591621297,636,0.0005080131891726094,4217,0.003368383048334739,1812,1769,1812,0,0,0,1769,0,0,0
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame34,1251936,14746,2885,0.0023044308974260663,16,1.2780206016920992e-05,11845,0.009461346266901823,882,0.0007045088566827697,10963,0.008756837410219053,11861,0.009474126472918743,173,725,173,0,0,0,709,16,0,0
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame36,1251936,10587,131,0.00010463793676354063,0,0.0,10456,0.008351864632057868,2288,0.001827569460419702,8168,0.006524295171638167,10456,0.008351864632057868,1459,829,1459,0,0,0,829,0,0,0
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame48,1251936,87501,292,0.0002332387598088081,80696,0.06445696904634103,6513,0.005202342611762902,1836,0.001466528640441684,4677,0.0037358139713212176,87209,0.06965931165810393,82532,0,1836,0,0,80696,0,0,0,0
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame65,1251936,8828,2897,0.0023140160519387575,1095,0.0008746453492830304,4836,0.00386281726861437,3113,0.0024865488331671905,1723,0.0013762684354471793,5931,0.0047374626178974,2510,1698,1415,0,0,1095,1698,0,0,0
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame67,1251936,8340,3466,0.00276851212841551,606,0.0004840503028908826,4268,0.003409119955013675,1026,0.0008195307108350586,3242,0.0025895892441786163,4874,0.0038931702579045576,912,720,306,0,0,606,720,0,0,0
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame73,1251936,8041,3264,0.0026071620274518825,0,0.0,4777,0.003815690258926974,644,0.00051440329218107,4133,0.003301286966745904,4777,0.003815690258926974,335,309,335,0,0,0,309,0,0,0
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame83,1251936,14926,1144,0.000913784730209851,0,0.0,13782,0.01100854995782532,1729,0.0013810610127035247,12053,0.009627488945121795,13782,0.01100854995782532,788,941,788,0,0,0,941,0,0,0
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame85,1251936,15592,9428,0.007530736395470695,0,0.0,6164,0.0049235743680188125,1000,0.0007987628760575621,5164,0.00412481149196125,6164,0.0049235743680188125,476,524,476,0,0,0,524,0,0,0
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame89,1251936,92964,3178,0.002538468420110932,64983,0.05190600797484855,24803,0.019811715614855712,2456,0.0019617616235973723,22347,0.017849953991258338,89786,0.07171772358970427,67439,0,2456,0,0,64983,0,0,0,0
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame96,1251936,38882,8397,0.006707211870255349,0,0.0,30485,0.02435028627661478,2855,0.0022804680111443397,27630,0.02206981826547044,30485,0.02435028627661478,2460,395,2460,0,0,0,395,0,0,0
2016-05-23__bonirob_2016-05-23-10-52-28_3_frame101,1251936,135216,0,0.0,31930,0.025504498632517955,103286,0.08250102241648136,3634,0.0029027042915931805,99652,0.07959831812488817,135216,0.10800552104899931,35564,0,3634,31930,0,0,0,0,0,0
